Time_Months,Choke_Size,Hyperbolic_Constant,Initial_Rate,Rate_of_Production,Cumulative_Production
28,2.906621037,0.936673506,254.3244425,105.9685177,5637.525142
60,2.589950301,0.89591709,163.0795711,38.00096026,8644.74546
16,2.239935515,0.615070446,210.8944238,110.0322151,2494.05306
15,1.522382361,0.673020349,181.6006652,98.95264422,1981.865147
47,0.9332358,0.519202163,232.8973804,50.12224908,17977.37131
51,0.891092607,0.243809311,70.40749551,9.691608265,3343.64626
44,1.125607245,0.468157793,65.088021,14.34510931,2548.280519
55,1.873066662,0.842282759,111.7758085,26.92806796,5407.147599
52,2.286489807,0.203705618,89.88617003,24.96838056,4024.902947
57,2.150493442,0.466799337,267.9458916,15.49914813,14831.1901
3,1.199834742,0.518534955,104.8034968,90.20520569,179.102682
37,2.887163202,0.629916482,293.966314,103.1460751,8968.551227
51,2.344742292,0.935884493,134.2239479,37.8095628,5881.277494
7,1.885885131,0.477076795,95.52947892,70.76257698,831.3618223
21,2.029301866,0.477562562,247.4246268,120.6949399,3928.620294
9,1.549000156,0.790000998,214.6769439,146.0733026,1274.762633
39,1.119327474,0.561774353,174.5489291,24.83378684,6323.149392
18,1.389931697,0.379683858,188.8408877,87.06985333,2615.507299
4,2.394615276,0.561951613,229.8004446,188.144691,542.9123962
25,0.535983722,0.312685616,107.1136853,30.68858466,2294.234825
60,0.790181601,0.341109589,299.083479,74.77086975,15701.88265
14,0.615006605,0.598694218,293.6982905,163.6820363,2966.001813
50,0.601822006,0.53514036,212.5814216,60.73754902,9110.632354
58,2.63865146,0.931876721,99.88561273,24.51637382,5082.390698
9,2.259144648,0.489915119,220.0570606,140.3145768,1349.09795
26,1.685434573,0.66447068,68.04960224,29.58678358,1384.661472
53,0.744585402,0.70581143,57.66312555,15.79811659,2637.495565
2,1.729039688,0.210475565,114.4207221,103.5321508,125.3092935
20,1.683679427,0.730829898,165.6557392,60.94134076,2703.701376
28,0.933004675,0.342428773,267.0681264,65.85818912,6555.89289
47,1.584629123,0.968856254,231.7922674,69.19172162,9268.231112
60,1.496261836,0.318930182,235.6766303,28.71999392,23323.91208
7,2.039625245,0.531699299,156.3733336,115.832099,689.2009889
44,2.087734127,0.268279734,136.4837481,24.21940094,5472.458097
8,0.613260024,0.997499401,142.7596907,101.9712077,734.1926953
47,1.436531537,0.601756008,296.9123909,88.63056446,11872.06411
35,2.064649789,0.676308014,60.02729785,10.43118026,1918.40977
14,1.757840646,0.253661182,266.757874,140.0486901,2754.269406
17,2.641224603,0.799968376,194.6688521,105.2264066,2414.946031
36,2.146734079,0.367924474,159.6538548,57.01923386,4721.192563
50,0.907336068,0.918443432,231.3144151,18.98744345,19364.56445
40,0.676421869,0.364111712,171.6672354,23.23263392,6402.036736
4,2.106048196,0.352550177,268.3558095,221.1961579,631.0309222
2,0.566278276,0.229239734,275.175466,250.1595145,300.1914175
6,1.964438953,0.577653556,155.4302317,117.8639787,578.9894543
54,2.850575604,0.651872907,119.2069493,32.21809441,5567.286714
42,1.938685445,0.252566912,198.0875821,36.74184737,7548.099655
4,1.470424816,0.820422093,278.0908364,227.6815199,657.0003058
54,2.108220546,0.562631068,102.6655473,27.7474452,4794.758531
29,1.645632226,0.619512215,205.7416459,73.11320647,4906.366237
18,1.864041973,0.552610198,207.890055,84.52178893,2981.32489
26,2.853662022,0.520610449,233.2782556,63.57574128,5238.750009
44,1.465256595,0.647712265,82.89192128,21.11381135,3182.740687
34,2.90297641,0.324192197,228.9562412,84.79860784,6342.935867
10,2.763376605,0.345542504,277.2581302,184.8387534,1848.387534
36,0.989477837,0.889428497,94.92077722,15.69029894,3134.722599
14,0.673403252,0.95689237,109.3858312,64.34460661,1080.989391
31,0.751945003,0.498647453,292.8487735,114.8426563,7298.250807
48,0.545554564,0.416595739,95.24423818,28.01301123,3899.411163
15,0.736107402,0.715199635,263.5962733,124.514063,3020.088628
8,2.207516934,0.526987337,173.0694641,120.3891776,902.9990024
14,0.677971621,0.220309085,111.8077686,65.76927565,1104.923831
23,1.297439076,0.324922078,267.6874753,84.75969739,5182.075412
60,2.612188277,0.772777783,161.3263138,8.031964212,9438.619899
57,0.558179839,0.727139154,178.7043385,38.17160624,9098.256516
40,2.536171206,0.221676794,139.8083423,46.60278078,4660.278078
21,1.204636937,0.37757773,198.2377129,96.70132335,3147.628075
16,0.795412069,0.384859837,90.88096815,45.24620141,1092.125879
45,2.241842913,0.737514195,147.7703842,39.23007169,5766.990674
18,2.072357117,0.21576843,292.3530806,118.8618925,4192.598418
47,2.693680034,0.283286866,114.5333582,10.92295041,5126.378499
53,2.33767761,0.839932868,214.1841661,53.11469158,9944.221478
24,2.508702326,0.34283573,131.2975161,59.68068912,4288.526637
26,1.205086431,0.722196886,243.3682814,66.3255941,5465.342594
25,0.943598859,0.390546225,82.71841518,23.69922274,1771.720095
60,2.376536879,0.279553114,292.4552613,73.11381532,15353.90122
60,2.517086848,0.394537753,163.4473853,8.137566149,9562.716136
60,2.976262855,0.777813545,109.0126158,27.25315396,5723.162331
45,1.531544192,0.884557174,68.37418683,21.03821133,2603.478652
41,1.430045214,0.864175892,92.43947627,30.30802501,3168.704015
29,2.441032402,0.517746824,179.9434871,61.00565021,4333.779199
15,1.352008851,0.734468109,134.2507941,73.86693063,1459.759932
45,2.826893314,0.363987436,257.2208415,49.71345671,10456.38509
1,2.64603188,0.434518184,157.7218809,150.2113152,82.61622334
25,1.572485068,0.917068655,112.1785681,49.8571414,2181.249936
7,2.377177669,0.210401539,204.2862467,145.7378708,919.9211788
9,2.386357185,0.268406825,226.6943042,144.5466702,1389.788722
24,0.757809672,0.366309004,91.76047698,41.70930772,1701.739755
1,2.756382267,0.221225763,91.90480407,87.42255389,48.19352713
44,1.763130931,0.345148348,59.16785673,6.5559854,2459.154017
8,2.566143665,0.666433249,234.1005038,167.2146455,1203.945448
24,1.300124003,0.53713964,215.9511319,98.15960541,4004.911901
11,2.738808071,0.914137369,168.6577189,97.30703896,1320.046194
51,1.473004197,0.853954849,261.0426122,20.38264206,12793.41585
17,0.527094129,0.473453881,251.4175382,123.0717585,3227.988202
8,2.763454941,0.407538747,196.3385911,135.5423323,1782.860978
35,0.728216692,0.503753927,267.0678201,97.11557096,7647.851213
35,1.298284094,0.672235954,101.4603025,31.9066603,4540.682913
33,2.875154918,0.414450913,77.97990485,22.17964418,2207.372731
59,2.876517867,0.699319126,117.4374029,23.69388576,6229.83714
5,1.93359472,0.527529322,64.27171402,50.81975917,194.3091722
42,2.07959303,0.641637745,182.792382,22.38410221,7207.213898
39,1.621113805,0.548901223,284.1514231,96.3225163,9203.616432
58,1.233026929,0.435572608,59.83588517,9.174788837,3204.412463
41,1.321661363,0.958762646,80.5274785,10.36669718,3089.109326
28,2.18129614,0.810884635,163.0497571,40.20757507,4002.487147
7,2.380936324,0.312090541,283.4687544,199.757055,1285.131588
9,2.478947609,0.894774381,129.0390262,88.40788999,763.5157312
8,2.474045357,0.589944959,176.8087022,123.4635296,920.615499
12,0.728015258,0.915641782,60.39321476,37.74575923,498.2440218
34,1.736050762,0.839884205,87.08580024,30.28981751,2445.990311
33,0.6438969,0.540170804,296.6575307,91.18131736,8285.206778
48,1.873822206,0.217975447,291.2796741,26.42429587,13347.24126
55,1.603826253,0.414941888,51.23499523,13.6626654,2442.201439
23,2.719260457,0.633307372,287.9529464,121.3714853,5227.145686
24,1.377287531,0.706782576,209.7799845,87.9774261,3978.990514
37,0.792667541,0.406310148,266.9795736,41.97911162,9101.630659
35,0.857479205,0.311484859,163.6849639,28.44418166,5231.200558
44,2.403776579,0.867944189,178.8990071,52.26663464,6721.690352
40,2.045545158,0.987521745,172.2116451,57.40388169,5740.388169
22,0.75280669,0.620552146,216.7160644,103.1981259,3632.574032
27,0.710267015,0.337343429,84.91281369,22.01281995,1995.4729
35,2.252422829,0.417845861,57.49339747,9.9908544,1837.428959
1,0.681907516,0.214712541,126.9824854,120.8216694,66.5716507
35,2.554650148,0.931439045,226.1701907,39.30248593,7228.16317
37,2.265605568,0.294200866,100.463363,22.93658124,3292.817679
47,0.703371952,0.66121318,218.3581083,65.18152487,8731.065257
14,0.712094285,0.419244177,292.4780115,172.0458891,2890.370937
3,2.966598946,0.643342402,73.47517895,63.67238269,124.9169628
1,1.435676989,0.721136311,218.1505296,207.5112027,114.3949282
5,1.426605368,0.863793443,160.9375548,128.7500439,842.8504566
26,2.531998918,0.365137017,267.0355636,72.77568095,5996.840801
55,2.868121443,0.208796663,94.28744736,25.1433193,4494.368324
14,2.96500266,0.309508504,223.1564881,118.4236523,2295.225267
39,2.383445463,0.920014913,259.5288224,84.94930842,8465.11256
27,1.440648964,0.899112062,286.1535549,118.2314598,6130.021274
9,0.708751792,0.677930482,220.8120071,152.2841428,1302.029421
15,2.44286729,0.680413488,174.293691,82.33050998,1996.92654
15,1.896010624,0.73202934,204.4618101,96.58092038,4649.542478
26,1.560555023,0.340297023,267.2262461,72.827648,6001.122975
42,2.765885963,0.931529557,192.6524367,62.14594731,6786.337446
60,0.777993706,0.53501642,57.59676492,14.39919123,3023.830159
13,1.731562761,0.506510823,282.7371739,171.355863,2561.770151
51,0.528384112,0.615134164,222.3816878,62.64272895,9744.076488
32,1.671651605,0.237572773,219.1283464,84.28013325,5663.624954
39,0.640758189,0.333026695,103.9187881,14.7849491,3764.526228
49,0.797044791,0.790426893,214.7213676,62.23807755,8996.51411
52,0.793815617,0.266238934,148.4661014,41.24058373,6647.982097
32,2.123025755,0.682521688,212.8082443,42.96524352,6122.41992
4,2.365112198,0.396279288,76.64825758,63.87354798,178.8459343
30,1.958421913,0.511436491,214.4613262,47.85279005,5716.047934
37,2.905431371,0.430954989,299.8534314,47.14810387,10222.33704
23,1.437176449,0.484538173,62.05300972,24.87640356,1141.140583
39,1.214280216,0.775236724,294.2935461,89.71153746,9728.073316
45,2.67149782,0.437697372,151.7269902,31.6858037,6114.783975
15,1.058989596,0.653123712,267.6883626,145.3896714,2924.902903
43,2.908056349,0.580840322,245.596371,77.96710191,8884.351263
29,0.530386187,0.730936932,191.7540652,71.34793519,4526.322832
36,2.924697067,0.949463791,234.6123023,38.78115274,7747.982134
13,0.60789978,0.786057678,269.6288903,163.4114487,2443.001158
32,2.727857784,0.371952303,151.0350804,43.03896174,4144.499185
7,1.819252773,0.224946508,131.7582904,92.84849796,597.3382899
59,2.98241199,0.409811235,216.8983464,54.91097377,11177.12871
51,0.684491412,0.676062345,251.9614855,70.97506633,11040.17157
22,1.884635711,0.241140651,240.5712837,90.68096257,4295.077653
28,2.923256339,0.597092998,249.4534122,103.9389218,5529.550637
2,1.80774461,0.677474279,158.8958287,143.7748914,174.016766
42,2.073496595,0.467395113,254.458554,82.08340453,8963.507775
45,2.239371722,0.816729763,80.05226384,8.437446533,3412.509326
57,1.636352662,0.285278603,186.1222745,48.34344792,9231.18138
53,2.0688952,0.260110225,51.43966512,6.853016201,2544.697322
6,1.96078578,0.782551005,131.1464575,97.15568528,495.411689
28,2.752895026,0.596393053,141.6153837,59.00640988,3139.141006
28,0.613615951,0.750721917,149.0431729,62.10132204,3303.790333
44,1.202407974,0.547861871,223.8668017,69.95837552,8311.055012
44,2.87602871,0.397121627,147.1395253,16.30352413,6115.461583
20,2.72565946,0.855281854,162.1734057,59.66026185,2646.865495
30,1.639141882,0.839532703,109.3860327,24.407323,2915.471137
11,2.050331495,0.755757177,143.3129479,90.4768537,1078.819732
58,1.193452957,0.41771611,106.8174068,15.97826618,5732.039876
55,0.970302899,0.672184533,68.29898094,4.366207774,3636.373238
28,1.659246012,0.488779118,200.8621483,83.69256181,4452.444288
25,1.38338057,0.273265659,217.0531996,74.05565041,4500.634361
39,1.95914028,0.93385086,204.8725865,29.14805704,7421.643761
33,0.694336592,0.309454905,165.873511,62.59377772,4441.028529
1,2.935987019,0.960189883,144.946445,138.0377894,75.92755034
57,2.965526861,0.556804618,265.8334124,69.04763958,13184.64678
27,2.245404285,0.348106343,179.7704463,76.49806225,3821.078209
57,1.840240916,0.633520758,169.7954694,44.10271933,8421.414255
52,1.273819041,0.898356669,56.41051645,15.6695879,2525.93757
13,2.534487549,0.785779909,135.3119569,80.03673601,1238.816656
41,2.211827931,0.845248918,145.0489047,44.15484903,5041.830687
3,0.906542348,0.727026693,149.7056952,129.8396843,254.3575592
39,2.777317961,0.753821252,195.0430923,27.74957488,7065.56389
6,2.556343107,0.879356521,183.4006367,140.5303052,678.8129044
8,2.874499783,0.399734407,201.9762732,144.2687666,1038.735119
27,2.314298771,0.591539971,241.2208154,89.42433573,5305.733483
9,2.03353799,0.376967553,253.2464347,174.6527136,1493.280701
37,1.545607591,0.990134406,229.5307691,36.09076771,7824.959252
33,2.831821208,0.955247472,288.880924,109.0116694,7734.377946
51,2.665159724,0.231541449,54.55814567,15.36849174,2390.56889
42,0.613046675,0.764460138,98.94449642,31.91757949,3485.39968
44,0.565917436,0.940198654,51.89071874,5.749655527,2156.699203
24,1.441158417,0.344460276,211.8686785,77.60252506,4153.617984
15,2.526383327,0.654356184,274.5076372,149.1235198,2999.18816
59,2.968190323,0.932390638,110.8705741,5.802933249,6370.177344
54,0.876042228,0.227156783,281.7586362,76.15098276,13158.88982
32,1.985326788,0.757936214,65.06684757,22.81807905,1717.049858
32,1.452227142,0.437879206,283.6090067,57.25967092,8159.33348
24,2.924785995,0.939516956,137.9056718,61.74797088,2568.760473
41,2.605297308,0.976846596,75.35520711,9.700845322,2890.696162
52,2.595821762,0.955413191,171.4679398,47.62998328,7677.953304
49,1.671732899,0.579371373,114.1941419,24.85092227,4986.665359
49,1.537048756,0.889634121,121.2182255,10.46035543,5683.414341
58,1.18351768,0.875639519,126.8224912,29.94419583,6487.322812
52,0.640938742,0.455280379,250.7564745,45.10446375,11866.62061
12,2.661805941,0.863132379,184.7903192,113.9470261,1533.801673
39,2.532252523,0.229606108,127.8269248,25.51406694,4487.725761
2,2.999294183,0.677015903,202.5834458,183.3050821,221.8618096
3,2.991592093,0.38400707,229.0376686,199.16319,388.3682206
49,1.888579264,0.296453509,118.1560002,10.19610502,5539.839436
37,2.422468538,0.261562561,153.3872754,24.11818053,5229.142849
49,2.861914325,0.757031021,80.47152333,6.94417636,3772.972323
56,2.624118477,0.471899971,95.28733738,25.0756151,4633.973671
17,1.118370254,0.779813417,220.2794635,114.7530333,2769.350096
59,1.626360338,0.252285073,95.35958692,10.51215701,5316.106997
49,0.822898538,0.45223227,181.2908459,34.85219168,8029.372754
2,2.885127568,0.631593034,227.2615654,206.6014231,247.9217077
2,2.015436586,0.832578532,76.71923077,69.69285237,83.74560918
28,1.071607014,0.455002002,191.8280549,79.92835621,4252.18855
54,2.179251711,0.700713101,114.1406959,25.07681145,5486.523671
23,2.045320601,0.908782199,290.7317188,132.3093143,5165.272418
37,1.395406795,0.692690551,170.8864117,26.86969513,5825.707872
32,0.78389398,0.38636758,251.4981374,96.73005286,6500.259552
33,2.178932989,0.219520625,187.5566355,36.02023472,5595.0351
1,1.800769252,0.896079099,60.85313321,57.88529089,31.91048777
19,2.430795979,0.217015529,208.2878439,80.55345392,3192.211222
2,1.800408753,0.899761338,287.8508356,261.6825778,314.0190933
53,2.630453751,0.623149707,200.402955,54.90491919,9166.376258
44,1.879767097,0.951254159,254.7972149,77.75375961,9500.494742
26,1.902344929,0.839026589,271.0516158,73.87018287,6087.029634
32,2.691634007,0.998347288,107.019943,41.13836789,2766.424289
6,1.508707166,0.480569452,103.01121,76.31258129,389.129516
32,0.835038071,0.813750631,202.7452472,77.97894124,5240.184851
55,0.571956691,0.521544731,152.7571175,40.73523132,7281.422599
4,2.387843139,0.583900496,259.9653257,216.6377714,606.58576
55,2.050773878,0.702004371,275.0057808,17.58053139,14641.85333
11,2.26019942,0.898941691,138.3553448,89.26151279,1030.970473
56,1.032410404,0.987266775,109.2176397,6.641531513,5930.224943
59,0.840928689,0.814618731,245.1313788,54.51079325,12854.68295
17,0.536361664,0.534213426,118.7015089,50.73479734,1586.679874
38,1.376468897,0.537085602,255.6535796,69.01330181,8403.583292
24,1.974794217,0.790065841,155.9345634,46.96658794,3178.830467
5,1.480610113,0.391021717,216.8874748,170.8619494,657.2825005
52,1.593687305,0.288379291,73.88382846,20.52328568,3308.353652
34,2.760396736,0.483697726,205.9648312,59.56519702,5990.19591
6,1.370638668,0.429791193,162.9419197,125.3399382,601.6317034
22,1.784973723,0.437046496,196.6521158,93.64386466,3296.264036
11,2.459132532,0.386886201,92.00355194,55.87828032,704.7085295
48,1.491356956,0.233674552,234.2184362,21.24781716,10732.53733
16,2.055216751,0.214299148,265.6992694,119.3863775,3296.09729
33,2.655909272,0.990177912,104.18495,20.00871013,3107.959634
9,2.873801559,0.542218507,73.92863888,47.13898136,453.2323338
60,0.867683702,0.507461318,55.90964651,2.783577393,3271.071469
59,2.816469063,0.743717826,210.4928751,53.28933547,10847.04424
6,1.730290733,0.37460311,201.773509,149.4774919,762.2085783
16,1.145610971,0.959968947,186.6743532,103.707974,2157.125859
29,1.647839391,0.829076012,107.986774,44.0762343,2492.51105
3,2.950081438,0.271528802,147.726499,128.4578252,250.4927591
20,1.731545235,0.534064621,198.6190838,89.13356149,3081.046061
60,1.321879026,0.903294646,174.1917147,40.80490011,9227.35588
59,2.083502136,0.955785618,296.9463801,75.17629875,15302.13561
36,1.100364047,0.573921209,84.10993814,24.43021337,2588.213932
19,0.68965832,0.690729111,223.7861385,86.54728024,3429.737469
26,0.822199305,0.333627157,151.079692,41.17401936,3392.809741
3,0.820114597,0.992934901,157.0499037,136.5651337,266.3020107
19,0.879756734,0.385337361,229.3994414,88.71817475,3515.766727
20,0.847067932,0.954185419,223.1090378,111.5545189,3346.635567
32,2.102186862,0.719717319,297.8139984,114.5438455,7697.346421
7,0.954700211,0.686189436,82.09857236,57.85388613,372.2014051
52,1.364168208,0.610150809,76.02741235,16.01729923,3536.975662
41,2.741971025,0.384535849,231.0847043,29.74866713,8864.625199
33,1.684904101,0.341222426,194.5967293,37.37228407,10872.45124
40,2.168894346,0.376388967,118.5401666,39.51338888,3951.338888
39,0.930799678,0.34915061,69.85484225,23.67960754,2262.586501
18,0.980722547,0.823667579,71.4145624,37.58661179,947.1826171
40,0.602171541,0.480100207,273.5477187,91.18257289,9118.257289
1,0.922337658,0.246274141,97.96683118,93.21739097,51.35813569
11,1.196475848,0.975282104,130.8428905,84.23983459,975.9527056
28,0.942526211,0.907028708,106.6641006,43.20491391,2381.726021
57,0.721756334,0.942201827,138.7490765,36.03872116,6881.593805
25,0.801589678,0.995926258,67.35596069,29.93598253,1309.699236
50,1.65194692,0.339116199,179.7649477,51.36141364,7704.212045
23,1.015834296,0.516993615,66.9031409,27.13285853,1226.744368
31,1.410674653,0.806590781,250.089127,98.07416743,6232.61334
30,1.758543177,0.756816494,108.4280205,24.19356157,2889.937191
42,2.225987072,0.323116725,185.0029787,22.65480398,7294.37422
35,0.59828035,0.8526665,270.0197719,98.18900796,7732.384377
7,2.498525997,0.379552457,212.7193423,149.9007869,964.3826415
60,2.069750974,0.379054092,183.2394466,9.122954857,10720.67815
16,0.70439758,0.629579538,131.0834383,68.57541613,1548.731683
26,2.68394656,0.674351948,133.2504783,57.93499055,2711.357558
48,2.802181001,0.664068966,217.3717388,63.93286435,8899.454718
57,0.6526949,0.27318947,298.5348403,36.27451387,15982.66225
52,1.19219412,0.90196869,215.4597975,16.00297012,10787.83224
60,2.515503199,0.412480034,189.4458543,9.431953702,11083.79265
49,2.370649226,0.303611937,232.6626276,67.43844277,9748.226903
2,0.961302548,0.910998464,166.3014031,150.4757322,182.127074
1,1.023373308,0.964521199,65.03558565,61.9360766,34.06754735
48,1.426180257,0.889702094,190.574204,52.75489529,7881.444304
12,1.711307463,0.84761286,289.4063211,180.8789507,2387.602149
5,2.045636929,0.724193585,93.82573559,74.56437861,282.7177314
37,1.422284099,0.640685896,222.5012227,65.67860597,7017.49103
32,1.65633679,0.269589408,100.2334222,38.55131622,2590.64845
59,2.368677345,0.52676257,183.9569211,31.0219399,9938.311119
55,0.591708007,0.498150814,74.16911241,13.12126017,3718.466528
9,1.131092361,0.407803027,162.5927341,107.5648346,979.292851
41,2.283373965,0.778736091,239.0408322,30.77289849,9169.829702
35,2.738017094,0.596700588,136.8928811,49.77922948,3920.114321
19,1.779193605,0.264836973,216.2279311,110.8861185,5044.344149
48,1.830283713,0.376146562,248.8624902,73.19485006,10188.72313
16,0.767930028,0.746607011,281.7944549,126.6184105,3495.763994
3,1.618530917,0.260904688,108.6605205,93.52497669,185.6940964
20,1.831543166,0.880965531,149.828979,74.91448948,2247.434684
24,1.106176259,0.596117222,88.10400333,26.53641585,1796.05909
54,1.173108077,0.584469262,298.1208755,80.57320961,13923.05062
56,1.443210408,0.673926228,281.750242,17.13324986,15298.28255
33,0.550177994,0.859744773,184.9892826,66.2237653,5011.954197
24,1.305197914,0.478247366,260.5083236,100.9137897,5041.23429
52,1.028620017,0.742412922,180.2394943,50.0665262,8070.724023
11,1.31874338,0.652585571,205.896422,118.7919016,1611.505183
49,0.79940533,0.413622616,72.28110803,6.237396048,3388.95809
8,2.726318202,0.902903989,238.8176051,169.7291134,1231.624387
36,1.983981134,0.837940817,81.92837091,27.34107072,2457.28208
38,2.197755798,0.726761468,256.5169076,38.36687967,9018.671774
40,2.472928097,0.880465383,245.5070219,33.22576235,9155.76563
20,1.746105497,0.893835361,227.1861744,83.57712289,3707.95226
35,0.71730072,0.766690381,59.04009513,10.25963015,1886.859802
48,1.842766355,0.869610663,125.782089,11.41069367,5763.683623
25,1.967102795,0.757977169,115.7781425,33.17099319,2479.816147
35,2.363598685,0.744112617,140.0341019,50.92149159,4010.067463
25,1.579148866,0.694889103,71.91068669,20.60275668,1540.232709
29,0.818950757,0.802173312,284.2394558,108.6326931,6667.770166
18,1.209439764,0.326884084,188.4505602,99.18450536,2499.449535
46,1.407705741,0.904696607,126.3810777,12.67082072,5522.100696
18,2.114793103,0.897474822,149.2453793,77.16027633,1991.97434
2,1.926945762,0.223397826,161.8006351,147.0914865,176.5097838
54,1.390241815,0.8606534,200.1485833,49.57540347,9469.487607
35,2.966288122,0.303095894,178.9198569,31.0916091,5718.091833
16,2.014437048,0.468095083,279.8479933,125.7438089,3471.617421
41,1.093066979,0.794806605,174.2408707,22.43088169,6684.042625
36,0.754456182,0.328607917,298.0395037,49.26559861,9842.641358
33,0.882147848,0.854373619,262.8562394,99.19103375,7037.603845
4,1.114894321,0.865707342,102.1276286,85.10635716,238.2978
33,0.901703433,0.605974187,282.6488037,90.05916628,11988.53775
14,0.96641756,0.205108697,79.09159947,39.27572595,832.3523109
21,1.212737922,0.429630507,254.3624271,106.9253902,4218.894372
48,0.933433988,0.693541535,145.1558234,42.69288923,5942.85018
20,2.741913562,0.984948942,269.4935801,99.14114765,4398.460126
56,0.700584364,0.705450822,267.0141725,16.23714855,14498.1535
8,1.811278474,0.407842865,251.48135,179.6295357,1293.332657
7,1.525992067,0.707204562,247.5076091,183.3389697,1090.86687
3,2.955946542,0.631988304,126.1697848,109.7128563,213.9400698
17,0.780097255,0.823876316,70.22982076,37.96206528,871.2293981
33,1.494638998,0.285584511,150.7450447,56.88492253,4035.985253
48,2.923676083,0.808822322,93.38112875,8.471344876,4278.981903
12,2.663767815,0.633013263,223.7377722,139.8361076,1845.836621
59,2.542680177,0.970393603,136.5249316,7.145674776,7844.173561
51,1.144757068,0.473497733,293.9025502,22.94840076,14403.84584
22,0.927218968,0.706097515,210.2430193,100.1157235,3524.073467
55,2.17160805,0.945622484,255.6201409,68.16537091,12184.56005
22,2.823439973,0.282007782,83.13116819,27.67196204,1524.494118
46,1.891907233,0.94978279,265.5036206,80.4556426,10362.68677
30,1.929031724,0.750308578,280.6892976,112.2757191,6736.543143
38,1.199947734,0.254269647,171.7654797,59.22947576,5401.728189
38,2.423732333,0.440770854,201.5632344,50.69484731,6696.20081
45,0.967609371,0.766537671,241.2024502,25.42255122,10282.10286
51,1.309198091,0.253880481,93.70965682,13.11740331,4444.698713
54,1.563591097,0.665736368,175.6415191,47.47068084,8202.93365
8,1.769025947,0.476706446,149.6657569,103.7822614,782.19701
27,1.106024331,0.696732414,86.59349804,36.84829704,1840.572437
27,0.787092062,0.236593627,141.8836056,43.96835713,6077.388597
34,2.026550106,0.897229445,67.04307735,24.83076939,1857.34155
21,1.221576383,0.978791175,56.45297674,27.41726603,897.6312182
30,1.953095554,0.975102284,83.79157229,33.25088202,2014.983938
33,0.885906788,0.799721465,290.7787779,101.5432815,7920.235525
28,1.702850255,0.304068992,187.382384,46.20792698,4599.795773
47,1.831473581,0.806610557,291.4555403,78.00841181,11865.21272
33,0.629558842,0.219669533,158.1244696,30.36778993,4717.038962
5,1.341510695,0.217698841,127.9540333,102.3632266,383.8620998
60,0.836036692,0.458888175,176.5354657,26.76271813,9789.246399
48,0.658437426,0.590914552,159.8779222,47.02291828,6545.590225
19,2.974900581,0.816325934,76.41617107,39.18778003,1079.62334
4,1.305884612,0.746636301,210.2065787,174.4582924,491.9097299
35,2.524686115,0.556722165,104.0095456,18.0741489,3324.036491
49,1.136601637,0.418901333,204.8969887,37.96374889,9109.8406
17,2.203756806,0.9976996,212.5502731,114.8920395,2636.772307
